Name,GEOID,totalPp,landAre,density,collgRt,uaType,lsadTyp,nps_tr_,fs_trl_,ttl_trl,Start,Nordic1,Coords1,Nordic2,Coords2,Nordic3,Coords3,nrdc1_t,nrdc2_t,nrdc3_t
"Ontario, OR--ID",65539,24757,12.83,1930,9%,C,76,0,17,17,"-116.949302544623, 44.0428954618565",Bogus Basin,"-116.2058992, 43.6433908",Jug Mountain,"-116.0479775, 44.8329387",Mountain Gear,"-117.3226638, 47.678368",70.01666667,149.35,149.35
"Waterville, ME",92782,24723,16.19,1527,13%,C,76,0,0,0,"-69.6508660229676, 44.5546423394104",Quarry Road,"-69.6579825, 44.5828526",Rangeley Lakes,"-70.561212, 44.9557018",Harris Farm,"-70.5744266, 43.5288109",11.5,115.2,115.2
"Newberg, OR",61813,24682,9.88,2497,18%,C,76,0,11,11,"-122.973837001619, 45.3002495789209",Teacup Nordic,"-121.6422905, 45.3136991",Mt Bachelor,"-121.405239, 43.9971703",Cypress Mountain,"-123.2046314, 49.396",126,219.7333333,219.7333333
"Austin, MN",4357,24014,12.23,1964,12%,C,76,0,0,0,"-92.9777576651573, 43.671253392034",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",114.0166667,777.9333333,777.9333333
"Willimantic, CT",95590,23789,17.86,1332,11%,C,76,0,0,0,"-72.2294144876064, 41.7353714679629",Northfield Mountain,"-72.471313, 42.610827",Eastman,"-72.1200467, 43.4982771",Grafton,"-72.6146009, 43.162418",117.9666667,196.25,196.25
"Moscow, ID",59491,23254,5.87,3962,29%,C,76,1,2,3,"-116.993518292401, 46.7312748474194",Mountain Gear,"-117.3226638, 47.678368",49 Degrees,"-117.5629318, 48.3011041",Jug Mountain,"-116.0479775, 44.8329387",112.8666667,185.0666667,185.0666667
"Faribault, MN",29116,23152,11.37,2035,12%,C,76,0,0,0,"-93.2821490695173, 44.2936921716783",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",57.91666667,801.3666667,801.3666667
"Greenfield, MA",34975,22960,14.14,1624,15%,C,76,0,4,4,"-72.5822720005834, 42.5965128659768",Northfield Mountain,"-72.471313, 42.610827",Grafton,"-72.6146009, 43.162418",Okemo Valley,"-72.70149, 43.415762",23.21666667,73.26666667,73.26666667
"Amsterdam, NY",2170,22218,10.37,2142,10%,C,76,0,1,1,"-74.1944829148847, 42.9521707048316",Lapland,"-74.3251232, 43.2595452",Mountain Trails,"-74.142554, 42.195406",Garnet Hill Lodge,"-74.1073348, 43.7124281",49.93333333,104.5333333,104.5333333
"Keene, NH",44209,22163,10.77,2057,23%,C,76,0,5,5,"-72.2871813418019, 42.9359462946644",Northfield Mountain,"-72.471313, 42.610827",Eastman,"-72.1200467, 43.4982771",Woodstock,"-72.518896, 43.623174",45.36666667,77.63333333,77.63333333
"Barre--Montpelier, VT",5221,21872,17.72,1234,19%,C,76,0,8,8,"-72.5176247910451, 44.1985671924462",Woodstock,"-72.518896, 43.623174",Craftsbury,"-72.36351, 44.680359",Edson Hill,"-72.734681, 44.5109926",66.95,67.2,67.2
"Oneida, NY",65404,20794,14.86,1399,13%,C,76,0,0,0,"-75.6515239169715, 43.084686881185",Osceola,"-75.5978854, 43.4627838",Osceola Ski and Sport,"-75.7016595, 43.5060069",Parc de la Gatineau,"-75.7724649, 45.4612618",60.86666667,56.56666667,56.56666667
"Redmond, OR",73882,20346,13.60,1496,10%,C,76,1,179,180,"-121.18007337035, 44.2742159730023",Mt Bachelor,"-121.405239, 43.9971703",Teacup Nordic,"-121.6422905, 45.3136991",Leavenworth,"-120.6703006, 47.5784587",37.48333333,120.4166667,120.4166667
"Northfield, MN",63676,20259,9.18,2206,26%,C,76,0,0,0,"-93.1679291979215, 44.4487680268074",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",54.03333333,819.3833333,819.3833333
"Rutland, VT",77014,20090,12.28,1636,16%,C,76,0,11,11,"-72.9810129158978, 43.6026642529564",Mountain Top,"-72.9375306, 43.7298568",Rikert,"-72.991087, 43.954787",Wild Wings,"-72.905589, 43.262685",24.28333333,59.48333333,59.48333333
"Laconia, NH",45856,19972,13.04,1532,14%,C,76,0,12,12,"-71.4605977645024, 43.5368176921825",Gunstock,"-71.3588827, 43.550139",Bretton Woods,"-71.4379694, 44.2544692",Bear Notch,"-71.3028111, 44.0730749",14.26666667,90.08333333,90.08333333
"Red Bluff, CA",73720,19774,9.16,2158,7%,C,76,27,25,52,"-122.230191933075, 40.1756985089427",Mt Shasta,"-122.181241, 41.317558",Royal Gorge,"-120.3891698, 39.3133934",Tahoe Donner,"-120.2534233, 39.3633936",121.7166667,199.7666667,199.7666667
"Hastings, MN",37540,19552,9.34,2093,18%,C,76,0,0,0,"-92.8650580711342, 44.7340077819208",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",48.45,857.3833333,857.3833333
"Ellensburg, WA",26983,19012,8.85,2148,25%,C,76,0,60,60,"-120.53548512403, 47.0013054192228",Leavenworth,"-120.6703006, 47.5784587",Stevens Pass,"-121.0902877, 47.7451493",Methow Trails,"-120.1823871, 48.4762676",76.88333333,115.5,115.5
"Gardnerville Ranchos, NV",32572,18535,12.26,1512,14%,C,76,0,40,40,"-119.739842714618, 38.9201302794951",Hope Valley,"-119.9088482, 38.7379421",Kirkwood XC,"-120.0722442, 38.7023082",Bear Valley,"-120.0422834, 38.461523",32.28333333,44.8,44.8
"Durango, CO",25147,17622,9.33,1890,32%,C,76,37,6,43,"-107.870566551459, 37.2871884151699",Telluride,"-107.8066851, 37.9341352",Pagosa,"-107.0056993, 37.270875",Crested Butte,"-106.9874762, 38.8679422",147.1666667,82.55,82.55
"Albert Lea, MN",1009,17580,9.84,1787,9%,C,76,0,0,0,"-93.3689094437038, 43.6523957051523",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",102.1333333,759.7833333,759.7833333
"Monticello--Big Lake, MN",58870,17450,16.78,1040,15%,C,76,0,0,0,"-93.7655147920718, 45.3122685960635",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",48.73333333,899.8166667,899.8166667
"Menomonie, WI",56224,17232,11.63,1481,19%,C,76,0,0,0,"-91.9023093843975, 44.8978953246187",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",88.4,924.75,924.75
"Montrose, CO",58951,17210,17.97,958,12%,C,76,37,6,43,"-107.872917800054, 38.4817616609236",Telluride,"-107.8066851, 37.9341352",Crested Butte,"-106.9874762, 38.8679422",Pagosa,"-107.0056993, 37.270875",93.93333333,118.9333333,118.9333333
"Fallon, NV",29035,16248,14.17,1146,12%,C,76,0,13,13,"-118.813223002266, 39.4807344738767",Rock Creek,"-118.7230461, 37.4689222",Hope Valley,"-119.9088482, 38.7379421",Tahoe,"-120.1061923, 39.1972293",209.7833333,124.7833333,124.7833333
"Newark, NY",61678,16164,7.37,2194,9%,C,76,0,1,1,"-77.0625651413959, 43.0505914278721",Osceola Ski and Sport,"-75.7016595, 43.5060069",Parc de la Gatineau,"-75.7724649, 45.4612618",Osceola,"-75.5978854, 43.4627838",123.0833333,272.8833333,272.8833333
"Oneonta, NY",65512,16074,8.66,1856,20%,C,76,0,0,0,"-75.0600326817688, 42.4525657112988",Osceola,"-75.5978854, 43.4627838",Bearpen,"-74.4551101, 42.2837935",Osceola Ski and Sport,"-75.7016595, 43.5060069",141.9666667,63.65,63.65
"Sanford, ME",78850,15914,6.47,2459,10%,C,76,0,4,4,"-70.7664757547483, 43.4354622452255",Harris Farm,"-70.5744266, 43.5288109",Carter's,"-70.7861165, 44.4664298",Purity Spring,"-71.0889018, 43.8680791",27.7,156,156
"Warwick, NY",92134,15477,8.90,1738,22%,C,76,58,0,58,"-74.3620875192654, 41.2893659805182",Mohonk Mountain,"-74.1364747, 41.7776369",Bearpen,"-74.4551101, 42.2837935",Mountain Trails,"-74.142554, 42.195406",83.15,139.4833333,139.4833333
"Forest Lake, MN",30358,15153,17.89,847,15%,C,76,0,0,0,"-92.9643921960558, 45.2858829361857",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",42.21666667,887.4666667,887.4666667
"Mountain Home, ID",59707,14966,7.60,1969,12%,C,76,3,12,15,"-115.690650133063, 43.1405133549776",Bogus Basin,"-116.2058992, 43.6433908",Jug Mountain,"-116.0479775, 44.8329387",Galena Lodge,"-114.6550743, 43.8720784",59.28333333,181.9833333,181.9833333
"Red Wing, MN",73963,14898,7.25,2056,17%,C,76,0,0,0,"-92.5510636072412, 44.5546452610893",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",80.7,866.35,866.35
"Buffalo, MN",11296,14694,8.32,1767,18%,C,76,0,0,0,"-93.8641089014419, 45.1821666151139",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",53.21666667,904.2833333,904.2833333
"Silverthorne--Frisco, CO",82090,14142,9.02,1569,31%,C,76,8,85,93,"-106.058270927202, 39.6150105470338",Frisco,"-106.077767, 39.57494",Brek,"-106.0572671, 39.4843684",Gold Run Nordic,"-106.0383518, 39.4816537",11.21666667,22.61666667,22.61666667
"Port Jervis, NY--PA",71209,14107,10.61,1330,10%,C,76,54,0,54,"-74.7281381952439, 41.3628682979283",Bearpen,"-74.4551101, 42.2837935",Mohonk Mountain,"-74.1364747, 41.7776369",Mountain Trails,"-74.142554, 42.195406",137.45,81.86666667,81.86666667
"River Falls, WI",75286,14018,7.65,1831,24%,C,76,0,0,0,"-92.6138375665889, 44.8587139237958",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",53.01666667,888.1166667,888.1166667
"Hood River, OR--WA",39916,13956,10.47,1333,19%,C,76,0,129,129,"-121.523154407317, 45.7064712253159",Teacup Nordic,"-121.6422905, 45.3136991",Mt Bachelor,"-121.405239, 43.9971703",Stevens Pass,"-121.0902877, 47.7451493",44.31666667,194.9,194.9
"Hutchinson, MN",40942,13792,6.61,2088,17%,C,76,0,0,0,"-94.3788565168636, 44.8895895294675",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",84.9,844.75,844.75
"New Ulm, MN",63163,13216,7.08,1867,15%,C,76,0,0,0,"-94.4634591689369, 44.3079274444629",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",118.8,791.0833333,791.0833333
"Heber, UT",38053,13148,12.83,1025,18%,C,76,0,9,9,"-111.422577539907, 40.5021396771294",Soldier Hollow,"-111.5011363, 40.4808987",Sundance,"-111.5785537, 40.3914719",Mountain Dell,"-111.9114578, 40.7552338",16.71666667,26.55,26.55
"Toppenish, WA",88111,13075,8.72,1499,5%,C,76,6,29,35,"-120.308961225577, 46.3905264987355",Leavenworth,"-120.6703006, 47.5784587",Stevens Pass,"-121.0902877, 47.7451493",Methow Trails,"-120.1823871, 48.4762676",129.4,168.2,168.2
"Bennington, VT",6922,12937,7.64,1694,12%,C,76,0,6,6,"-73.2017277272806, 42.8921829513985",Prospect,"-73.077599, 42.875404",Notchview,"-73.1588148, 42.4764367",Pineridge,"-73.4677841, 42.6909853",13.91666667,61.4,61.4
"Burley, ID",11620,12813,9.66,1326,10%,C,76,3,3,6,"-113.778182894222, 42.5484008484127",BCRD Nordic,"-114.2938755, 43.5155169",Sun Valley,"-114.353624, 43.695609",Galena Lodge,"-114.6550743, 43.8720784",115.5833333,137.4166667,137.4166667
"Price, UT",72235,12734,9.54,1334,9%,C,76,1,17,18,"-110.82003510332, 39.6189606236138",Soldier Hollow,"-111.5011363, 40.4808987",Sundance,"-111.5785537, 40.3914719",Mountain Dell,"-111.9114578, 40.7552338",127.1333333,110.9666667,110.9666667
"Hudson, NY",40537,12572,5.68,2213,13%,C,76,0,1,1,"-73.7662711356262, 42.2720508330976",Fahnestock,"-73.8246946, 41.4662118",Pineridge,"-73.4677841, 42.6909853",Mountain Trails,"-74.142554, 42.195406",91.55,67.2,67.2
"Steamboat Springs, CO",84682,11905,8.18,1456,40%,C,76,0,13,13,"-106.837855823004, 40.4843630722633",Howelsen,"-106.8329011, 40.4827567",Vista Verde,"-106.8285456, 40.7638504",Home Ranch,"-106.9174088, 40.7131609",1.666666667,53.05,53.05
"Massena, NY",55468,11858,6.10,1943,10%,C,76,0,0,0,"-74.8876127364125, 44.9331408692595",Ski de fond Mont-Tremblant,"-74.5694771, 46.181067",Paul Smith's College,"-74.2608414, 44.452329",Morin-Heights,"-74.2343898, 45.9065464",196.5,77.75,77.75
"Athol, MA",3790,11772,9.35,1259,8%,C,76,0,1,1,"-72.2627112074562, 42.5838137386703",Northfield Mountain,"-72.471313, 42.610827",Eastman,"-72.1200467, 43.4982771",Grafton,"-72.6146009, 43.162418",27.25,126.65,126.65
"Evanston, WY",28306,11736,7.03,1670,14%,C,76,0,16,16,"-110.965042593452, 41.2588971542958",Soldier Hollow,"-111.5011363, 40.4808987",Sundance,"-111.5785537, 40.3914719",Mountain Dell,"-111.9114578, 40.7552338",85.5,95.1,95.1
"Fernley, NV",29656,11682,10.31,1133,5%,C,76,0,14,14,"-119.229132247017, 39.5981482745456",Hope Valley,"-119.9088482, 38.7379421",Tahoe,"-120.1061923, 39.1972293",Kirkwood XC,"-120.0722442, 38.7023082",117.55,102.7666667,102.7666667
"Ogdensburg, NY",64972,11621,4.54,2561,9%,C,76,0,0,0,"-75.4777489064757, 44.6984388422215",Osceola,"-75.5978854, 43.4627838",Parc de la Gatineau,"-75.7724649, 45.4612618",Osceola Ski and Sport,"-75.7016595, 43.5060069",141.8166667,91.61666667,91.61666667
"Malone, NY",53524,11529,5.68,2031,7%,C,76,0,0,0,"-74.3024208426686, 44.8617223385789",Paul Smith's College,"-74.2608414, 44.452329",Morin-Heights,"-74.2343898, 45.9065464",Garnet Hill Lodge,"-74.1073348, 43.7124281",47.15,147.15,147.15
"Franklin, NH",31330,11467,6.43,1783,10%,C,76,0,9,9,"-71.6223070883363, 43.4464775386959",Gunstock,"-71.3588827, 43.550139",Bretton Woods,"-71.4379694, 44.2544692",Bear Notch,"-71.3028111, 44.0730749",34.9,86.61666667,86.61666667
"Lynden, WA",52228,11319,9.33,1213,17%,C,76,2,6,8,"-122.46800170578, 48.9268379856965",Cypress Mountain,"-123.2046314, 49.396",Lost Lake,"-122.948241, 50.120232",Whistler,"-122.9555605, 50.1155699",98.2,171.7166667,171.7166667
"Glenwood Springs, CO",33652,11056,4.93,2244,17%,C,76,17,25,42,"-107.31733284231, 39.5258999982377",Crested Butte,"-106.9874762, 38.8679422",Aspen Snowmass,"-106.8175387, 39.1910983",Ashcroft,"-106.8089318, 39.0380363",157.2833333,65.61666667,65.61666667
"Prineville, OR",72424,10878,6.33,1719,7%,C,76,1,126,127,"-120.844367484645, 44.3101556148408",Mt Bachelor,"-121.405239, 43.9971703",Teacup Nordic,"-121.6422905, 45.3136991",Leavenworth,"-120.6703006, 47.5784587",63.38333333,121.1666667,121.1666667
"Cambridge, MN",12835,10812,9.89,1094,11%,C,76,0,0,0,"-93.2341382646427, 45.5361023874652",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",57.56666667,910.8,910.8
"Bishop, CA",7840,10683,4.26,2507,13%,C,76,11,3,14,"-118.416112456322, 37.3641964755138",Rock Creek,"-118.7230461, 37.4689222",Hope Valley,"-119.9088482, 38.7379421",Bear Valley,"-120.0422834, 38.461523",50.01666667,207.6666667,207.6666667
"St. Peter, MN",78013,10644,4.64,2296,16%,C,76,0,0,0,"-93.9658562884763, 44.3258580448411",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",83.21666667,807.6166667,807.6166667
"Waseca, MN",92215,10560,4.03,2619,12%,C,76,0,0,0,"-93.5046425775226, 44.0824134135665",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",86.61666667,798.0833333,798.0833333
"Cheney, WA",15967,10379,3.09,3360,25%,C,76,0,6,6,"-117.583358043182, 47.4904880643461",Mountain Gear,"-117.3226638, 47.678368",49 Degrees,"-117.5629318, 48.3011041",Jug Mountain,"-116.0479775, 44.8329387",36.25,108.5166667,108.5166667
"Berlin, NH",7192,10339,5.46,1895,8%,C,76,0,14,14,"-71.1748908624112, 44.4592030344631",Mt. Washington,"-71.1503908, 44.0932053",Bear Notch,"-71.3028111, 44.0730749",Purity Spring,"-71.0889018, 43.8680791",54.08333333,61.56666667,61.56666667
"Evergreen, CO",28441,10207,13.59,751,36%,C,76,0,55,55,"-105.317116273154, 39.6607105224834",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",Keystone,"-105.9347384, 39.5791675",91.93333333,102.2833333,102.2833333
"Jerome, ID",43048,9959,4.42,2255,5%,C,76,9,3,12,"-114.519794448087, 42.7261129096615",BCRD Nordic,"-114.2938755, 43.5155169",Sun Valley,"-114.353624, 43.695609",Galena Lodge,"-114.6550743, 43.8720784",76.18333333,98.2,98.2
"Alamosa, CO",847,9861,7.27,1357,13%,C,76,10,44,54,"-105.872231728431, 37.4588064162364",Gold Run Nordic,"-106.0383518, 39.4816537",Keystone,"-105.9347384, 39.5791675",Brek,"-106.0572671, 39.4843684",192.1833333,224.7166667,224.7166667
"Rockland, ME",75799,9844,6.25,1575,14%,C,76,0,0,0,"-69.1357130611615, 44.0987445498421",Quarry Road,"-69.6579825, 44.5828526",Fort Kent,"-68.5879368, 47.2338001",Harris Farm,"-70.5744266, 43.5288109",95.41666667,321.0666667,321.0666667
"Craig, CO",20827,9825,5.70,1725,10%,C,76,6,6,12,"-107.556908777461, 40.5199543383243",Home Ranch,"-106.9174088, 40.7131609",Howelsen,"-106.8329011, 40.4827567",Vista Verde,"-106.8285456, 40.7638504",82.73333333,57.5,57.5
"Sandpoint, ID",78715,9704,8.15,1191,16%,C,76,0,59,59,"-116.548292708664, 48.2683335109839",Mountain Gear,"-117.3226638, 47.678368",49 Degrees,"-117.5629318, 48.3011041",Jug Mountain,"-116.0479775, 44.8329387",86.25,84.2,84.2
"Potsdam, NY",71722,9685,3.34,2902,20%,C,76,0,0,0,"-74.9882004340509, 44.6695467260844",Ski de fond Mont-Tremblant,"-74.5694771, 46.181067",Osceola,"-75.5978854, 43.4627838",Paul Smith's College,"-74.2608414, 44.452329",227,149.5333333,149.5333333
"Hailey, ID",36217,9628,5.82,1655,24%,C,76,9,25,34,"-114.294156207514, 43.5026930013675",BCRD Nordic,"-114.2938755, 43.5155169",Sun Valley,"-114.353624, 43.695609",Galena Lodge,"-114.6550743, 43.8720784",4.85,26.58333333,26.58333333
"Woodland Park, CO",97048,9559,8.50,1124,21%,C,76,2,24,26,"-105.045457372402, 38.9784113291785",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",Keystone,"-105.9347384, 39.5791675",173.1333333,195.1333333,195.1333333
"Claremont, NH",17101,9547,5.25,1820,13%,C,76,0,12,12,"-72.3500116460111, 43.3743414665166",Woodstock,"-72.518896, 43.623174",Eastman,"-72.1200467, 43.4982771",Northfield Mountain,"-72.471313, 42.610827",42.6,41.76666667,41.76666667
"Rifle, CO",74935,9300,3.93,2364,8%,C,76,21,18,39,"-107.773430881836, 39.5404697274473",Telluride,"-107.8066851, 37.9341352",Crested Butte,"-106.9874762, 38.8679422",Home Ranch,"-106.9174088, 40.7131609",222.7333333,193.0666667,193.0666667
"Little Falls, MN",50311,9294,6.29,1477,10%,C,76,0,1,1,"-94.3606923447581, 45.9793869635746",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",109.7833333,943.7333333,943.7333333
"Park City, UT",67618,9159,12.07,759,38%,C,76,0,8,8,"-111.511557379063, 40.6900721203518",Soldier Hollow,"-111.5011363, 40.4808987",Sundance,"-111.5785537, 40.3914719",Mountain Dell,"-111.9114578, 40.7552338",48.1,58.46666667,58.46666667
"Dayton, NV",22501,9153,6.29,1456,10%,C,76,0,30,30,"-119.55348502675, 39.272779071064",Hope Valley,"-119.9088482, 38.7379421",Tahoe,"-120.1061923, 39.1972293",Kirkwood XC,"-120.0722442, 38.7023082",77.2,90.36666667,90.36666667
"Ware, MA",91756,9120,8.02,1137,8%,C,76,0,0,0,"-72.2389795725319, 42.2508456450013",Northfield Mountain,"-72.471313, 42.610827",Eastman,"-72.1200467, 43.4982771",Grafton,"-72.6146009, 43.162418",70.36666667,166.1,166.1
"St. Albans, VT",77176,9108,4.19,2174,16%,C,76,0,6,6,"-73.0831509338841, 44.8092408446957",Catamount,"-73.048714, 44.447395",Sleepy Hollow,"-73.029276, 44.352089",Rikert,"-72.991087, 43.954787",47.81666667,59.1,59.1
"Othello, WA",66268,8867,7.85,1130,5%,C,76,0,6,6,"-119.185071977184, 46.8100786740583",Methow Trails,"-120.1823871, 48.4762676",Leavenworth,"-120.6703006, 47.5784587",SilverStar,"-119.0588591, 50.3597927",205.3166667,139,139
"Norwich, NY",64108,8797,3.45,2547,14%,C,76,0,0,0,"-75.5205504362124, 42.5347371485027",Osceola,"-75.5978854, 43.4627838",Osceola Ski and Sport,"-75.7016595, 43.5060069",Parc de la Gatineau,"-75.7724649, 45.4612618",118.2833333,116.95,116.95
"Sultan, WA",85573,8767,4.19,2092,17%,C,76,0,37,37,"-121.767394764706, 47.8655148083552",Stevens Pass,"-121.0902877, 47.7451493",Leavenworth,"-120.6703006, 47.5784587",Teacup Nordic,"-121.6422905, 45.3136991",49.98333333,92.75,92.75
"Belgrade, MT",6382,8705,10.38,839,23%,C,76,14,9,23,"-111.187126228598, 45.7824695023504",Lone Mountain,"-111.3245968, 45.2769552",Crosscut,"-110.887706, 45.828366",Rendezvous,"-111.1041092, 44.6621493",66.88333333,36.88333333,36.88333333
"Truckee, CA",88624,8701,10.59,822,37%,C,76,0,30,30,"-120.172215434329, 39.3382100998678",Tahoe Donner,"-120.2534233, 39.3633936",Tahoe,"-120.1061923, 39.1972293",Royal Gorge,"-120.3891698, 39.3133934",15.28333333,32.58333333,32.58333333
"Omak, WA",65296,8550,4.70,1817,10%,C,76,0,35,35,"-119.532830041372, 48.3993655041683",Methow Trails,"-120.1823871, 48.4762676",SilverStar,"-119.0588591, 50.3597927",Leavenworth,"-120.6703006, 47.5784587",67.86666667,271.7,271.7
"Kuna, ID",45775,8545,5.30,1612,14%,C,76,2,16,18,"-116.421126524558, 43.5031775079511",Bogus Basin,"-116.2058992, 43.6433908",Jug Mountain,"-116.0479775, 44.8329387",Galena Lodge,"-114.6550743, 43.8720784",30.15,150.7333333,150.7333333
"Livingston, MT",50608,8475,4.06,2090,21%,C,76,28,8,36,"-110.565430919199, 45.6589530189548",Crosscut,"-110.887706, 45.828366",Rendezvous,"-111.1041092, 44.6621493",Lone Mountain,"-111.3245968, 45.2769552",39.33333333,147.7833333,147.7833333
"Tremonton, UT",88354,8441,7.92,1065,12%,C,76,0,11,11,"-112.173809743778, 41.72173455282",Mountain Dell,"-111.9114578, 40.7552338",Sundance,"-111.5785537, 40.3914719",Soldier Hollow,"-111.5011363, 40.4808987",73.95,126.5833333,126.5833333
"Emmett, ID",27469,8436,5.61,1503,8%,C,76,0,19,19,"-116.488914959943, 43.8778949958223",Bogus Basin,"-116.2058992, 43.6433908",Jug Mountain,"-116.0479775, 44.8329387",Galena Lodge,"-114.6550743, 43.8720784",49.28333333,125.2333333,125.2333333
"Cortez, CO",20368,8397,3.67,2288,15%,C,76,44,2,46,"-108.575424309895, 37.3516528324246",Telluride,"-107.8066851, 37.9341352",Pagosa,"-107.0056993, 37.270875",Crested Butte,"-106.9874762, 38.8679422",107.7166667,127.8666667,127.8666667
"Kennebunk, ME",44425,8366,11.79,710,28%,C,76,0,0,0,"-70.5087044457478, 43.3719503163118",Harris Farm,"-70.5744266, 43.5288109",Carter's,"-70.7861165, 44.4664298",Akers,"-70.7522938, 44.6338548",29.13333333,140.7333333,140.7333333
"Live Oak (Sutter County), CA",50473,8240,1.90,4334,9%,C,76,0,11,11,"-121.663801439701, 39.2744108469268",Mt Shasta,"-122.181241, 41.317558",Royal Gorge,"-120.3891698, 39.3133934",Tahoe Donner,"-120.2534233, 39.3633936",202.6166667,129.2166667,129.2166667
"Catskill, NY",14644,8128,4.01,2028,11%,C,76,10,2,12,"-73.8998080131245, 42.2431231307425",Fahnestock,"-73.8246946, 41.4662118",Mountain Trails,"-74.142554, 42.195406",Mohonk Mountain,"-74.1364747, 41.7776369",90.58333333,27.71666667,27.71666667
"Brattleboro, VT--NH",9703,8114,4.74,1711,18%,C,76,0,5,5,"-72.5745793338149, 42.8564838083545",Grafton,"-72.6146009, 43.162418",Northfield Mountain,"-72.471313, 42.610827",Okemo Valley,"-72.70149, 43.415762",48.18333333,32.66666667,32.66666667
"Laurel, MT",48070,8075,6.55,1233,15%,C,76,0,0,0,"-108.761780650005, 45.6783482634778",Crosscut,"-110.887706, 45.828366",Rendezvous,"-111.1041092, 44.6621493",Home Ranch,"-106.9174088, 40.7131609",127.3833333,235.8333333,235.8333333
"Lee, MA",48745,7877,11.38,692,22%,C,76,0,3,3,"-73.2641219348289, 42.3196168556313",Notchview,"-73.1588148, 42.4764367",Pineridge,"-73.4677841, 42.6909853",Prospect,"-73.077599, 42.875404",31.7,63.23333333,63.23333333
"Ellenville, NY",27010,7834,3.18,2464,7%,C,76,54,0,54,"-74.3877188377111, 41.7271973934382",Bearpen,"-74.4551101, 42.2837935",Mohonk Mountain,"-74.1364747, 41.7776369",Mountain Trails,"-74.142554, 42.195406",91.63333333,39.23333333,39.23333333
"Ione, CA",41509,7823,2.52,3098,8%,C,76,2,4,6,"-120.946130907548, 38.3605670882189",Royal Gorge,"-120.3891698, 39.3133934",Tahoe Donner,"-120.2534233, 39.3633936",Kirkwood XC,"-120.0722442, 38.7023082",135.3333333,150.9333333,150.9333333
"Lake Pocotopaug--East Hampton, CT",47044,7789,10.24,760,20%,C,76,0,0,0,"-72.5136217197321, 41.5832760925354",Northfield Mountain,"-72.471313, 42.610827",Maple Corner,"-72.9596669, 42.1263221",Grafton,"-72.6146009, 43.162418",115.6833333,97.41666667,97.41666667
"Waconia, MN",91054,7763,4.41,1762,27%,C,76,0,0,0,"-93.7931603996539, 44.8414342843549",CIty Parks?,"-93.2650108, 44.977753",Eldora,"-105.5826786, 39.9372203",Devil's Thumb,"-105.7842685, 39.9663313",51.01666667,858.1666667,858.1666667
"Molalla, OR",58033,7689,3.64,2110,6%,C,76,0,61,61,"-122.583684192583, 45.1568431305221",Teacup Nordic,"-121.6422905, 45.3136991",Mt Bachelor,"-121.405239, 43.9971703",Stevens Pass,"-121.0902877, 47.7451493",100.4333333,211.5666667,211.5666667
